focus,file_path,code,severity,effect
get_guest_rls_filters,docs/src/pages/community.tsx,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/configmap-superset.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/deployment-beat.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/deployment-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/deployment-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/deployment-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/deployment-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/deployment.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/hpa-node.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/hpa-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/httproute.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/ingress.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/init-job.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/pdb-beat.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/pdb-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/pdb-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/pdb-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/pdb-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/pdb.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/secret-env.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/secret-superset-config.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/secret-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/service-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/service-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/service-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/service.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,helm/superset/templates/serviceaccount.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,superset-frontend/packages/superset-ui-core/src/components/CodeSyntaxHighlighter/CodeSyntaxHighlighter.stories.tsx,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,superset-frontend/plugins/plugin-chart-echarts/src/Radar/utils.ts,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
get_guest_rls_filters,superset-frontend/plugins/plugin-chart-horizon/src/transformData.ts,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,docs/src/pages/community.tsx,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,evidence/01-definition.json,E_MINIFIED,warning,file record emitted but symbol parsing skipped
graph_impact,evidence/02-impact-before-change.json,E_MINIFIED,warning,file record emitted but symbol parsing skipped
graph_impact,helm/superset/templates/configmap-superset.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/deployment-beat.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/deployment-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/deployment-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/deployment-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/deployment-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/deployment.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/hpa-node.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/hpa-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/httproute.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/ingress.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/init-job.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/pdb-beat.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/pdb-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/pdb-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/pdb-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/pdb-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/pdb.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/secret-env.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/secret-superset-config.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/secret-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/service-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/service-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/service-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/service.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,helm/superset/templates/serviceaccount.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,superset-frontend/packages/superset-ui-core/src/components/CodeSyntaxHighlighter/CodeSyntaxHighlighter.stories.tsx,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,superset-frontend/plugins/plugin-chart-echarts/src/Radar/utils.ts,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
graph_impact,superset-frontend/plugins/plugin-chart-horizon/src/transformData.ts,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,docs/src/pages/community.tsx,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,evidence/01-definition.json,E_MINIFIED,warning,file record emitted but symbol parsing skipped
select_tests,evidence/02-impact-before-change.json,E_MINIFIED,warning,file record emitted but symbol parsing skipped
select_tests,evidence/impact_graph_impact.json,E_MINIFIED,warning,file record emitted but symbol parsing skipped
select_tests,helm/superset/templates/configmap-superset.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/deployment-beat.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/deployment-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/deployment-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/deployment-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/deployment-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/deployment.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/hpa-node.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/hpa-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/httproute.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/ingress.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/init-job.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/pdb-beat.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/pdb-flower.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/pdb-mcp.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/pdb-worker.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/pdb-ws.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/pdb.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/secret-env.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
select_tests,helm/superset/templates/secret-superset-config.yaml,E_PARSE_ERROR,warning,file parsed with syntax errors; semantic facts may be incomplete
